,buy_time,comment_time,days,color,size,content,score,sentiment
0,2021-12-09 00:00:05,2021-12-15 08:05:17,6,14英寸,【7nm】2021 E14|R7|16G|512GSSD,小红帽设计颜值高，大小也刚刚合适，用来办公的，体验感非常好，爱了爱了！,5,1
1,2021-12-09 10:27:36,2021-12-14 22:36:58,5,14英寸,【7nm】2021 E14|R5|16G|512GSSD,外形外观：金属外壳，质感很好运行速度：办公完全足够轻薄程度：重量适中，携带方便总结：很喜欢！！！,5,1
2,2021-12-11 23:53:29,2021-12-14 22:33:23,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,新电脑，速度给力，新系统需要适应,5,1
3,2021-12-12 09:26:45,2021-12-14 20:47:13,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,thinkpad小红帽经典款式，键盘非常好，打字轻松，电脑厚薄适中，轻便携带，长时间用散热好，是一款性价比非常高的商务本，质量坚如磐石。,5,1
4,2021-12-02 15:49:16,2021-12-14 19:56:03,12,14英寸,【7nm】2021 E14|R5|16G|512GSSD,外观整洁颜色看起来好舒服，非常适合办公，硬件性能参数非常高，平时办公速度非常得快。,5,1
5,2021-12-12 21:22:37,2021-12-14 19:47:53,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,6年前选择了E系列，这次双12毫不犹豫又买了台E14，算是铁粉了。一如既往的好！京东物流也没得说，第二天即到。一切都那么完美。,5,1
6,2021-11-27 23:53:35,2021-12-14 19:40:57,17,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑好好用，都不记得第几次回购了。,5,1
7,2021-12-12 13:08:37,2021-12-14 19:36:22,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,第二台Thinkpad，虽然市面上也有很多牌子的笔记本电脑，但是当想换一台新机的时候，还是毫不犹豫的选择Thinkpad，对小红点的执着，希望一如既往的好用.,5,1
8,2021-10-16 23:17:34,2021-12-14 18:58:23,59,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,轻薄携带方便，运行速度非常棒，办公打游戏都没有问题的，大屏幕很好，看久眼睛不疲劳，散热性能很好，长时间用也不会发烫，性价比高，值得购买。,5,1
9,2021-12-11 20:15:27,2021-12-14 18:54:53,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,外观简单大方，按照提示一步步安装即可，很方便。带office，可以满足日常办公使用。开机速度快，总而言之就是性价比很高的本本。,5,1
10,2021-12-12 07:39:18,2021-12-14 18:52:14,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑到的非常快，当天预约，本来是第二天发货的，没想到当天就发货了，很是惊喜！给京东快递点赞。收到第一就爱了，大小合适，比我的e480还要精致一点，运行速度也快不少，期待使用效果，希望不会让我失望。一直都比较喜欢和使用IBM的笔记本电脑。,5,1
11,2021-12-13 09:33:33,2021-12-14 15:08:42,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,看啦好久的电话，还是选择联想这款，各种配置，性价比相当高，快递相当给力，拿到后打开画质感情，速度流畅，非常喜欢。推荐推荐！！,5,1
12,2021-12-12 10:31:17,2021-12-14 13:56:03,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,不愧是大品牌值得信赖，速度非常快太喜欢啦,5,1
13,2021-12-12 10:47:29,2021-12-14 12:30:41,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,双十二在京东超体下单的，昨天就收到了。无论物流速度还是本本品质都是一如既往的出色。这也是我入手的第二个Thinkpad，办公笔记本首选品牌???,5,1
14,2021-12-12 08:57:16,2021-12-14 10:10:09,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,一如既往的小黑，性价比高。值得购买。,5,1
15,2021-12-11 20:01:13,2021-12-14 08:53:48,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,非常棒，公司指定款，已经买了十几台了,5,1
16,2021-12-11 20:02:33,2021-12-14 08:26:19,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,下单次日就到货了，物流给力，包装完整，笔记本轻薄，方便出差办公用，同事推荐，非常好用！,5,1
17,2021-12-12 09:37:32,2021-12-14 07:06:27,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,经典外观，看起来高端大气上档次，,5,1
18,2021-12-12 00:42:29,2021-12-13 16:52:59,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,隔天就送到了，机器比我想象中的稍微重了一点点，但是在可以接受的范围。开机速度很快，安装了软件，操作流畅。日常办公非常合适,5,1
19,2021-12-09 00:02:23,2021-12-13 12:43:51,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,很不错的，看电视的画面感跟音效都很好，外观也挺好看的，目前没有发现什么问题,5,1
20,2021-12-01 19:37:48,2021-12-13 11:54:01,12,14英寸,【7nm】2021 E14|R5|16G|512GSSD,个人使用很好，快速，Think品牌，值得信赖,5,1
21,2021-12-02 10:19:05,2021-12-13 11:39:21,11,14英寸,【7nm】2021 E14|R5|16G|512GSSD,首先，品牌我只选择thinkpad，经典办公，最爱。价格这个也很实惠，不到5000元，公司预算正好。京东购物就是舒服，正品第一位，物流也很快，发票也都有，售后也没问题，妥妥的支持,5,1
22,2021-12-12 14:32:51,2021-12-13 11:21:21,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,?心仪已久，果断下手，用过之后感觉很不错，是正品，快递也很给力，果然名副其实?值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试是理想中的产品，质量不错，物流也很快，值得点赞,5,1
23,2021-12-11 20:01:57,2021-12-13 08:47:34,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,电脑收到了，轻薄，物流很快，外形外观：外观很好看，继续支持，,5,1
24,2021-11-27 17:21:16,2021-12-12 23:18:08,15,15.6英寸,【7nm】新款E15|R7|16G|512GSSD,双十一没货，没有优惠。,2,0
25,2021-12-11 20:00:42,2021-12-12 21:16:07,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,晚上下单第二天上午就到了，发货非常快，8核就是给力，速度相当快，而且本本很薄，携带非常方便,5,1
26,2021-12-11 22:11:14,2021-12-12 20:22:09,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,物流速度快，昨天下单今天拿到手。很漂亮大气，键盘手感极好，经典小红点，使用起来非常方便，买来学习非常舒服,5,1
27,2021-12-09 16:42:18,2021-12-12 16:20:38,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,"运行速度：第五代锐龙，16g超大内存，再加上nvme固态运行速度杠杠滴。屏幕效果：100%sRBG屏幕显示效果出色。散热性能：thinkpad的散热能力一直是比较可靠的。外形外观：第三代e14,外观改进不多，厚度也是和前面几代没多大区别。其他特色：其他特色：a面和d面是金属外壳，看起来很有质感。板载内存，还有一条扩展槽。自带2240固态，还有一个更加常见的2280固态位置。2.5英寸的机械硬盘位置已经没有了。",5,1
28,2021-12-06 08:10:10,2021-12-12 15:05:10,6,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度快，外观漂亮，值。,5,1
29,2021-11-24 10:11:57,2021-12-12 14:16:18,18,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度快，性价比高，挺好的一款笔记本电脑,5,1
30,2021-12-09 18:20:58,2021-12-12 13:19:10,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,原本也没想着买，后来看有活动又是高色域就忍不住了。物流很快第二天就收到了，win10的家庭版够用了，平时也就做些表格，画个简单的ps，还有及其简单的平面cad。够用了。,5,1
31,2021-12-09 17:41:22,2021-12-12 12:52:11,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度：六核锐龙5处理器运行速度杠杠的。屏幕效果：高色域广视角屏幕显示效果出众。散热性能：金属外壳有助于散热。外形外观：传统的小黑外观，商务范十足。,5,1
32,2021-12-04 10:30:40,2021-12-12 10:50:28,8,14英寸,【7nm】2021 E14|R7|16G|512GSSD,为了更方便的居家办公，最后经过比对选择了这款，果然没有让我失望，不管是外观还是轻盈度我都喜欢，推荐?,5,1
33,2021-12-11 20:12:24,2021-12-12 09:55:06,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,比以前的电脑轻多了，人脸识别也很方便，不用输密码哈，满足一般办公需求，正如他人所说的，键盘使用很舒服，打字也不累，接口满足一般使用需求，总之，该有的都有了，对于我来说用用足够好了,5,1
34,2021-12-09 23:55:50,2021-12-12 00:41:02,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度：非常流畅，完全不存在卡的情况。屏幕效果：字体清晰，屏幕看起来很舒服。散热性能：散热快，没有多大声音。外形外观：外形外观：磨砂金属质感，看起来就很高级。轻薄程度：非常轻便小巧，适合携带。其他特色：音质非常棒，杜比音效如同身临其境。,5,1
35,2021-11-29 07:18:37,2021-12-11 23:00:21,12,14英寸,【7nm】2021 E14|R7|16G|512GSSD,ThinkPad你值得拥有,5,1
36,2021-12-06 19:38:14,2021-12-11 22:55:02,5,14英寸,【7nm】2021 E14|R7|16G|512GSSD,第一台笔记本电脑就是thinkpad的，很看好这个品牌。E14实物也很惊艳，开机速度也快,5,1
37,2021-12-09 16:30:51,2021-12-11 22:20:04,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,笔记本收到了，外观简约大方，开机与运行速度很快，配置性价比高，比较满意。,5,1
38,2021-12-09 08:23:02,2021-12-11 21:57:16,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,电脑运行速度很快，散热非常好，当然最重要是外观太经典了，非常喜欢！！！,5,1
39,2021-12-09 09:20:47,2021-12-11 20:44:58,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,很不错，已经在上面买了好几台了，目前看来没啥问题，使用中再说吧。挺好的,5,1
40,2021-12-04 01:26:58,2021-12-11 17:22:52,7,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度：快散热性能：高色域，看起来眼镜很舒服外形外观：一身商务气息，很好看其他特色：电池很耐用轻薄程度：很轻,5,1
41,2021-12-09 08:58:29,2021-12-11 16:54:21,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,一直很喜欢用联想ThinkPad.单位的也是这个牌子的，这次是帮同事买的，送给孩子的生日礼物，孩子超级喜欢。这个笔记本电脑性价比很高，赶上京东双十二活动很给力。当天上午九点前下单，下午就收到了。给京东手动点赞[强],5,1
42,2021-12-02 14:16:44,2021-12-11 15:11:23,9,14英寸,【7nm】2021 E14|R7|16G|512GSSD,给公司采购的，前前后后买了十几台了，觉得这款性价比超高，颜值也高，价格划算，同事反馈也不错，办公非常不错！,5,1
43,2021-12-09 00:42:29,2021-12-11 15:04:32,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,京东物流，一如既往的快。电脑外观不错，机械性能就要多用几天看效果,5,1
44,2021-10-19 12:22:42,2021-12-11 12:24:28,53,15.6英寸,【7nm】新款E15|R7|16G|512GSSD,办公用，性价比高，外观经典,5,1
45,2021-12-09 17:37:13,2021-12-11 11:34:22,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,一直喜欢thinkpad系列产品，这款本也非常不错，外观好看，用起来也非常不错。过几天准备入手T系列,5,1
46,2021-12-09 07:19:32,2021-12-11 10:08:11,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,同事推荐购买，非常稳定，电脑运行速度超级快，京东的物流非常给力！双十二活动很给力哦！推荐购买！,5,1
47,2021-12-09 06:58:34,2021-12-11 09:32:24,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,"wifi6,快到飞起",5,1
48,2021-12-09 19:55:34,2021-12-11 00:12:24,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,外观精美，键盘舒适，运行速度快，非常完美的一次购物。,5,1
49,2021-12-09 00:08:01,2021-12-10 21:20:45,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,给老公买的，和他之前的电脑一对比，小巧，轻便。真是很适合他这种上班出差携带的人，他也很满意！暂时没发现什么问题，感觉还不错。物流很快，前天买的，今天送来的。很满意！,5,1
50,2021-12-04 09:16:14,2021-12-10 21:16:10,6,14英寸,【7nm】2021 E14|R5|16G|512GSSD,大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算。真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！,5,1
51,2021-12-02 15:18:26,2021-12-10 21:15:11,8,14英寸,【7nm】2021 E14|R7|16G|512GSSD,东西质量好，送货速度快。,5,1
52,2021-12-06 11:21:38,2021-12-10 20:15:32,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,运行速度：非常流畅，指哪打哪。屏幕效果：屏幕效果：平时使用时眼睛感觉很舒适，屏幕色彩丰富，色域广，亮度可随自己喜好调节，实在太方便。散热性能：符合THINKPAD一贯的高水准，用很长时间才微微有点温。外形外观：外观既高端大气上档次，又小巧精致有内涵。轻薄程度：很薄，边框又细，很耐看。由于是双面金属外壳，重量轻但不失厚重感。其他特色：优质的键盘触感，还有小红帽噢。USB接口再多几个就更好了。,5,1
53,2021-12-06 07:46:36,2021-12-10 19:27:52,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,喜欢think pad 的金属黑，选了半天还是选了它，喜欢,5,1
54,2021-12-06 18:43:17,2021-12-10 13:53:31,4,14英寸,【7nm】2021 E14|R7|16G|512GSSD,心爱的本本已收到，这已经是我买到的第三台笔记本了，一直就买联想thinkpad,5,1
55,2021-12-09 13:48:23,2021-12-10 11:51:53,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,联想Thinkpad E14，搭载了全新的锐龙处理器，性能较上一代有所提升，拥有16G双通道内存，512G固态硬盘，黑色机身，A面和D面为金属材质。,5,1
56,2021-12-09 10:47:55,2021-12-10 09:51:46,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,这次为公司购买的Thinkpad笔记本，还是经典的颜色与造型，说实话个人感觉这款外观比较复古，但是使用人喜欢这个造型，所以经典还是有市场的。性能方面还有待考究，第一次购买农企处理器的本子，个人对AMD还是很喜欢的。希望可以开个好头，以后选购会多些选择～后续使用过程有心得（新得）再追加评论。最后常规赞下京东物流，不解释～,5,1
57,2021-12-06 14:26:46,2021-12-10 09:47:12,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,就性价比而言相当不错的办公用电脑，接口比较齐全，做为金属壳，重量上也还行。外观上也符合商务用途。,5,1
58,2021-12-07 22:58:55,2021-12-10 09:29:45,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,开机关机速度快，用着流畅，很不错，就是没有背景灯,5,1
59,2021-12-02 20:56:26,2021-12-10 09:25:49,8,14英寸,【7nm】2021 E14|R7|16G|512GSSD,机器收到几天了，升级了win11，感觉蛮好，速度快，键盘特别适合码字，就是啥都没有送喔。,5,1
60,2021-11-30 10:29:13,2021-12-09 21:24:30,9,14英寸,【7nm】2021 E14|R5|16G|512GSSD,#，杀熟,1,0
61,2021-11-01 16:04:35,2021-12-09 18:22:37,38,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,11.1购买的，有优惠，用了一个月总体满意，电脑性能挺?的，性价比高，稳定哈，不错,5,1
62,2021-12-09 10:04:22,2021-12-09 17:19:19,0,14英寸,【7nm】2021 E14|R5|16G|512GSSD,公司一直用的这个Thinkpad 从未改变 习惯是一种自然 认准这个牌子希望越做越好 我也会一直支持 满意,5,1
63,2021-11-17 11:03:54,2021-12-09 13:16:43,22,14英寸,【7nm】2021 E14|R5|16G|512GSSD,一直都在用这个品牌，,5,1
64,2021-12-06 20:57:59,2021-12-09 08:23:47,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,收到就用吧，很好用，很方便,5,1
65,2021-12-01 16:35:44,2021-12-08 18:50:58,7,14英寸,【7nm】2021 E14|R5|16G|512GSSD,鼠标没有，包也没有，跟实体店差不多，没有优惠！,1,0
66,2021-12-06 10:09:36,2021-12-08 15:58:30,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,很不错，配送速度很快，性价比很高，正好商家搞活动，非常合算，公司电脑都用thinkpad，售后也很可靠，非常推荐,5,1
67,2021-12-04 22:40:38,2021-12-08 13:58:03,4,14英寸,【7nm】2021 E14|R7|16G|512GSSD,机器性能还不错，配置够用，商用给技术配的，还不错，外观都还错，一直在关注下完后又涨了500，,5,1
68,2021-12-04 07:35:10,2021-12-08 09:28:26,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,抢购的电脑到手了，还是一如既往的好，运行都很流畅，外观简单大气，好评。,5,1
69,2021-12-04 17:37:55,2021-12-07 22:32:36,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,用了几天，简直不要太喜欢，简约大方，轻巧，开机没有声音，运行声音也很小，用它换掉了上一台老联想，运行sw，ansys等终于不卡了，大爱。,5,1
70,2021-11-22 00:07:58,2021-12-07 21:34:55,15,14英寸,【7nm】2021 E14|R5|16G|512GSSD,非常棒，大品牌值得信赖,5,1
71,2021-12-06 20:46:01,2021-12-07 19:08:53,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,还可以满意,5,1
72,2021-12-06 20:48:46,2021-12-07 18:57:44,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑特别好，很漂亮呢，而且性能也不错，性价比非常高哦，运行速度可以，比我想象中的好很多呢，强烈推荐,5,1
73,2021-11-10 20:00:21,2021-12-07 18:25:20,27,14英寸,【7nm】2021 E14|R5|16G|512GSSD,双十一期间这款电脑一直缺货，抢购，全球缺芯也影响了电脑的产能，不过最终还是买到了，延迟了一个礼拜才送货。收到货后就开始使用了，AD面都是金属材质，摸起来很有质感，外形依然是经典小黑，屏幕是高分屏，1080p的，色彩显示不错，文字没有虚边，显示锐利，总体来说是一款性价比很高的办公笔记本。,5,1
74,2021-12-06 22:21:58,2021-12-07 16:30:56,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,ThinkPad 这款还是很不错的 ，手感很舒服这个帮朋友买的给用于上学使用，朋友很满意,5,1
75,2021-12-04 09:38:29,2021-12-07 16:16:20,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,京东小哥速度就是快，收到立马就打开了，各项配置都还不错，一般家用应该没问题，特别适合男生，很有质感,5,1
76,2021-12-06 19:47:56,2021-12-07 16:01:15,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,发货超快,5,1
77,2021-12-06 09:56:02,2021-12-07 14:38:53,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,黑色金属的外壳好有质感啊，很酷很棒，包装很好，物流也是超级快，第二天就拿到了！一如既往的喜欢,5,1
78,2021-12-02 10:41:08,2021-12-07 08:58:23,5,14英寸,【7nm】2021 E14|R7|16G|512GSSD,手感、质感都很好，用来编程，运行流畅，一直比较喜欢这个牌子的设计，下次有需要再光顾，好评,5,1
79,2021-12-04 19:42:02,2021-12-06 21:47:12,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,非常好,5,1
80,2021-12-04 16:25:18,2021-12-06 20:28:48,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,非常好的一款Thinkpad，这是第二台了，一直用Thinkpad，这款做工非常精细，散热优秀，速度非常快，性价比超高，值得购买,5,1
81,2021-10-09 12:42:57,2021-12-06 20:12:21,58,15.6英寸,【7nm】新款E15|R7|16G|512GSSD,才买了不到两个月就黑屏，无法开机,1,0
82,2021-12-04 13:16:16,2021-12-06 19:24:15,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,"11年前用的是T60，从那时候起就彻底爱上了ThinkPad ，稳定，安全。这一次毫不犹豫的选择了E14,打开包装翻开频幕有一种久违的熟悉感。一切都如期盼的一样。真的很不错！",5,1
83,2021-12-06 09:18:25,2021-12-06 18:02:30,0,14英寸,【7nm】2021 E14|R5|16G|512GSSD,性能办公绰绰有余，风扇很静音，颜值很高，摄像头有遮挡，隐私好！,5,1
84,2021-11-30 17:33:04,2021-12-06 17:57:19,6,14英寸,【7nm】2021 E14|R5|16G|512GSSD,机器很轻便，开机很快，模具基本没有缝隙，大小尺寸刚刚好，色彩纯正。使用了一天没有噪音，如果电源能换成Thinkbook那种就更好了。,5,1
85,2021-11-16 14:44:48,2021-12-06 15:56:17,20,14英寸,【7nm】2021 E14|R5|16G|512GSSD,活动价买的，到货很快，好评,5,1
86,2021-12-03 10:27:19,2021-12-05 16:48:38,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,电脑轻便，质感丰富，高档大气上档次，办公好帮手。,5,1
87,2021-12-02 19:08:53,2021-12-05 14:43:11,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,第一次买AMD处理器的笔记本电脑，总体使用情况还不错！就是电源太low了！而且typc接口不能完全插进去、始终有露一点在外面，是一个败笔！升级了win11！赶紧很不错！自带office正版软件，点赞！,5,1
88,2021-12-02 20:09:25,2021-12-05 08:56:20,3,14英寸,【7nm】2021 E14|R7|16G|512GSSD,电脑太棒了，磨砂的外壳，手感超棒，这价位十分划算，性价比很高运行流畅，续航能力强，安利一波,5,1
89,2021-12-01 11:00:02,2021-12-05 00:31:53,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,此用户未填写评价内容,5,1
90,2021-12-04 00:47:11,2021-12-04 17:07:22,0,14英寸,【7nm】2021 E14|R5|16G|512GSSD,物流速度杠杠的，半天就到。电脑很薄，这款重量较轻。开机速度快，期待以后使用出色！客服态度好，回答问题即时！,5,1
91,2021-12-03 13:44:54,2021-12-04 16:29:37,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,非常满意，外观精美，性价比超高，质量也很有保障，买东西我只认京东。,5,1
92,2021-12-02 23:14:23,2021-12-04 09:28:08,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,漂亮结实有质感的小黑，崭新的电脑可以全程语音安装，比以前方便多了，上网课遇到一点问题，咨询客服后，联系了联想~上的电脑工程师完美解决，值得信赖的品牌,5,1
93,2021-11-29 22:00:11,2021-12-03 23:00:05,4,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑没得说，就是买了买早了两天，没拿到赠品，哎。,5,0
94,2021-12-02 19:32:12,2021-12-03 19:11:57,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑收到了包装新，运行速度：比我想象的快屏幕效果：不错散热性能：暂时不清楚外形外观：典型,5,1
95,2021-12-01 10:30:22,2021-12-03 16:02:29,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,这款笔记本性能可以，满足正常的需求，操作使用方便，日常工作和生活使用必备,5,1
96,2021-12-02 19:23:40,2021-12-03 15:41:24,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,电脑收到了，非常不错哦，周年送给媳妇的礼物，她很喜欢，赞?,5,1
97,2021-11-29 11:05:03,2021-12-03 14:10:18,4,14英寸,【7nm】2021 E14|R7|16G|512GSSD,性价比非常高，联想在pc生产方面还是很有实力的。做工非常精良，细节拿捏的非常到位，那个摄像头小挡板设计非常精妙，感觉应该是有用心在做产品。但是充电器我觉得还是非常有提升必要的，体积太大了,5,1
98,2021-12-01 00:37:59,2021-12-03 12:55:36,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,不错，E14运行速度很快，也很方便 主要电脑够轻,5,1
99,2021-12-02 19:09:54,2021-12-03 12:09:02,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑收到了 大气奢华上档次 使用效果五颗星 上手很快 用来办公非常好！,5,1
100,2021-11-24 22:45:12,2021-12-03 08:43:02,9,14英寸,【7nm】2021 E14|R5|16G|512GSSD,小巧，轻便，运行速度快，内存16G，512G的硬盘，预装的办公软件如office，powerpoint等都是正版，但激活有些不便。总之是一款适用于学习和日常办公的好机器。,5,1
101,2021-12-01 19:51:29,2021-12-02 17:14:54,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,京东物流就是快，昨天晚上买的今天就到了，激活开机后使用很流畅，陪我好几年的老家伙终于下岗了，和新伙伴合个影说个再见吧,5,1
102,2021-12-01 12:30:04,2021-12-02 15:08:07,1,14英寸,【7nm】2021 E14|R7|16G|512GSSD,昨天拍的，今天就到了，京东速度杠杠的！！！赞一个！再说机器E14的R7-5700U，16G双通道内存，512G固态硬盘，秒杀价真香啊！！！开机速度没话说，机身也不重，散热还行，可以入手哦！！！,5,1
103,2021-11-30 12:53:45,2021-12-02 09:48:24,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,刚到手就迫不及待的打开了，很漂亮，过段时间追评,5,1
104,2021-10-12 15:04:25,2021-11-30 21:51:59,49,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,用了一段时间了，小黑还是很好用的，主要用途炒股、办公，没有问题，拿到就直接升级了Win11，虽然也没有什么惊喜lol,5,1
105,2021-11-29 22:20:41,2021-11-30 15:23:46,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,超级安静，速度也可以,5,1
106,2021-10-18 14:40:33,2021-11-30 14:33:55,43,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,屏幕很赞也是看中其屏幕参数才选择购买的，的却没有让人失望，影音体验很nice!键盘键程短，按键字母大，长时间文字也感觉不累手!触控板面积很大，用着舒服&hellip;&hellip;不错很满意,5,1
107,2021-11-18 19:11:39,2021-11-29 21:40:58,11,14英寸,【7nm】2021 E14|R5|16G|512GSSD,买的太气人了，一个星期降价400，什么东西能这样降，欺骗消费者，21号配送的，之后的一个星期太忙了，根本没有打开页面看过价格，也没有哪里提醒我降价了，29号无意打开看到了，找客服说过了保价，无法处理。问她产品什么时候降的价她说不知道，这怎么可能不知道？我买完一个东西还要时刻关注你们的价格变化，我也是太闲了，体验感极差。花钱买教训，一下降400你们也是太敢了。我只是想知道你们哪天降的，我这钱让你们赚的不明不白的。,1,0
108,2021-11-01 00:16:54,2021-11-29 15:29:53,28,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,运行速度：非常快散热性能：散热不错外形外观：经典屏幕效果：亮,5,1
109,2021-09-29 10:55:13,2021-11-29 11:40:28,61,15.6英寸,【7nm】新款E15|R7|16G|512GSSD,联想不怎么样，就一家代工厂，没有自己技术，还是华为好,1,0
110,2021-09-29 20:03:56,2021-11-28 20:29:46,60,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,大牌，值得信赖。。。。。。,5,1
111,2021-10-13 16:08:31,2021-11-28 09:43:04,46,15.6英寸,【7nm】新款E15|R7|16G|512GSSD,轻薄，插口丰富够用不需拓展，电池耐用,5,1
112,2021-11-17 17:51:49,2021-11-28 09:35:07,11,14英寸,【7nm】2021 E14|R5|16G|512GSSD,轻薄  好用，静音 颜值高,5,1
113,2021-11-26 08:29:01,2021-11-27 19:37:08,1,14英寸,【7nm】2021 E14|R5|16G|512GSSD,就是没有鼠标和电脑包,5,1
114,2021-11-25 15:44:14,2021-11-27 15:25:00,2,14英寸,【7nm】2021 E14|R7|16G|512GSSD,非常好，第二天就送到了，可惜没有赠品，只有个电脑，电脑办公用很不错,5,1
115,2021-11-18 08:45:04,2021-11-27 07:03:32,9,14英寸,【7nm】2021 E14|R5|16G|512GSSD,高端大气上档次，人性化，值得拥有,5,1
116,2021-11-26 10:05:58,2021-11-26 17:37:52,0,14英寸,【7nm】2021 E14|R5|16G|512GSSD,送货速度确实快，物流非常给力，大小刚刚合适，继续支持京东,5,1
117,2021-11-18 18:20:40,2021-11-26 13:23:22,8,14英寸,【7nm】2021 E14|R7|16G|512GSSD,非常可以可以,5,1
118,2021-10-09 16:57:39,2021-11-26 11:20:19,48,15.6英寸,【7nm】2021 E15|R5|16G|512GSSD,不错，给弟弟买的大学礼物，他很喜欢，学计算机专业的，完全能够用！希望弟弟大学生活努力学习，加油加油！祝商家生意兴隆！,5,1
119,2021-11-24 08:07:19,2021-11-26 11:07:59,2,14英寸,【7nm】2021 E14|R5|16G|512GSSD,挺好的机子，用户体验非常棒，希望以后不要出问题,5,1
120,2021-11-22 08:02:27,2021-11-25 16:03:50,3,14英寸,【7nm】2021 E14|R5|16G|512GSSD,电脑买了两天多，不能正常上网，还不准退货，很不满意。,5,0
