,buy_time,comment_time,days,color,size,content,score,sentiment
28,2021-11-11 22:08:56,2021-12-13 20:15:06,32,R7-5800H 16G 512G T600 高色域,,运行速度：开机很快，五秒。屏幕效果：细腻，游戏画质不错。外形外观：一个字：酷。战斗十足。用的第二款惠普电脑，好评！,5,1
29,2021-12-12 09:38:04,2021-12-13 20:11:19,1,R7-5800H 16G 512G T600 高色域,,刚刚打开，看上去还不错，有小键盘方便。,5,1
30,2021-12-12 11:44:24,2021-12-13 20:06:21,1,R7-5800H 16G 256+2T T600高色域,,运行速度：开机2秒左右，比起我的老本简直是快得飞起屏幕效果：主要为了处理图片及视频，看中的就是高色域散热性能：双风扇很给力外形外观：外观设计比较新颖，对胃口轻薄程度：稍显重，不过应用场景主要在家和办公室，无所谓了其他特色：接口比较丰富,5,1
31,2021-12-07 17:09:48,2021-12-13 19:36:14,6,R7-5800H 16G 512G T600,,第一次就蓝屏了,2,0
32,2021-12-12 13:43:40,2021-12-13 19:03:29,1,R7-5800H 16G 512G T600 高色域,,战99一打开的时候很惊艳我。原本看网图会以为是很弄的机械风，会在想女孩子是不是不适合用，打开以后惊艳到我了，美号还是很不错的，机身设计也很棒，背光键盘也超级优秀，总得来说，战99开箱真香,5,1
33,2021-12-12 21:15:47,2021-12-13 18:26:17,1,R7-5800H 16G 512G T600 高色域,,轻薄程度：大小合适，看起来不错，终于换新电脑了，目前还没开始用，但是看起来不错啊啊啊。外形外观：漂亮,5,1
34,2021-12-12 17:48:39,2021-12-13 18:13:02,1,R7-5800H 16G 512G T600 高色域,,老公很喜欢，很有设计感，银色很高档，愉快的一次购买,5,1
35,2021-12-10 16:24:21,2021-12-13 17:37:32,3,R7-5800H 16G 512+1T T600高色域,,很快就到了，全新正品?，包装很仔细，没有问题。图站机，很棒！,5,1
36,2021-12-04 23:03:06,2021-12-13 17:32:40,9,R7-5800H 16G 512+1T T600高色域,,好，还行不错。正常。性价比较高。这个什么活动价格笑死人而已。买之前的两天升价然后又说活动降价笑死某些客服的态度。。。不过小舟的态度是真不错，点名表扬轻薄程度：挺重的。得买个行李箱装哈哈哈哈外形外观：嗯跟普通电脑差不多,5,1
37,2021-10-16 19:54:05,2021-12-13 16:37:47,58,R7-5800H 16G 512+1T T600高色域,,外观颜值杠杠的，运行速度特别快，手感也特别好，,5,1
38,2021-12-11 21:07:36,2021-12-13 16:12:11,2,R7-5800H 16G 512G T600 高色域,,双十二活动下手买的，机器简洁大气，金属质感很有科技感，高色域的屏幕显示效果非常棒！键盘手感很好，这款的超强配置3D画图非常流畅，背面的散热口面积很大，长时间用也没有很发热,5,1
39,2021-12-12 19:28:57,2021-12-13 15:37:17,1,R7-5800H 16G 512G T600 高色域,,双十二入手的，战99设计师的标配，开机神速，外观精致细腻，触感很好。很喜欢，赞赞赞,5,1
40,2021-12-12 16:58:20,2021-12-13 15:09:27,1,R7-5800H 16G 512+1T T600高色域,,从下单从到收到电脑仅仅十多小时，真的给力。开机语音提示真好，整机重量轻。,5,1
41,2021-12-12 16:39:09,2021-12-13 14:55:44,1,R7-5800H 16G 512+1T T600高色域,,今天中午12点收的货，包装完整，当场折开当时检查外观有无问题，然后再封好，拿上楼上，快递哥服务态度都很好，质量和速度等女儿开机有待评论。,5,1
42,2021-12-12 11:23:25,2021-12-13 14:29:48,1,R7-5800H 16G 512G T600 高色域,,外观不错，造型可以，赞?一个,5,1
43,2021-12-12 17:08:03,2021-12-13 14:27:22,1,R7-5800H 16G 512+1T T600高色域,,设计的挺好看的，客服服务也不错,5,1
44,2021-12-12 10:23:05,2021-12-13 14:23:25,1,R7-5800H 16G 256+2T T600高色域,,昨天下单，今天上午送到，快速！马上开机，一切顺利，速度就是快，工作游戏两不误咯！赠送的鼠标和包包尽快发货吧，摆脱啦！,5,1
45,2021-12-11 22:05:43,2021-12-13 14:17:26,2,R7-5800H 16G 512G T600 高色域,,物流很快，第二天就收到货了，服务很好，惠管家的工程师给力,5,1
46,2021-12-12 13:27:26,2021-12-13 14:12:28,1,R7-5800H 16G 512G T600 高色域,,看这个机子也看了一阵子了。物流速度挺快的。当天中午买第二天早上就到了,5,1
47,2021-12-12 14:11:18,2021-12-13 13:57:09,1,R7-5800H 16G 512G T600 高色域,,打开三维数据非常快，高色域看着舒服,5,1
48,2021-12-07 10:14:44,2021-12-13 13:48:44,6,R7-5800H 16G 256+2T T600高色域,,包装好 ，颜值高，机械感十足。公司里的技术小哥哥直呼性能强大，以后继续回购。,5,1
49,2021-12-12 23:23:54,2021-12-13 13:40:53,1,R7-5800H 16G 512G T600 高色域,,产品挺好的，语音清晰，处理器反应快！屏幕效果很好！！！谢谢商家！,5,1
50,2021-12-12 15:15:07,2021-12-13 13:18:32,1,R7-5800H 16G 512G T600 高色域,,"乘着双十二的活动入手，性价比超高的！ AMD R7处理器运行非常顺畅,高色域不是盖的,屏幕色彩饱和度高,折角设计搭配银灰色外壳,外观炫酷,设计感十足!底部隆起脚条，更利于空气的进入，散热设计很nice~爱了爱了!",5,1
51,2021-12-12 14:42:43,2021-12-13 13:13:28,1,R7-5800H 16G 1T T600 高色域,,笔记本电脑已经收到，昨天下的订单，今天就到了，挺不错的！,5,1
52,2021-12-12 16:07:03,2021-12-13 13:09:09,1,R7-5800H 16G 512G T600 高色域,,电脑刚拿到，沉甸甸的，一直用的是惠普，这个好看。买的大屏的，看着舒服,5,1
53,2021-12-12 20:02:03,2021-12-13 12:23:25,1,R7-5800H 16G 512G T600 高色域,,非常好用，对我来说完全够用了。,5,1
54,2021-12-12 21:49:57,2021-12-13 11:50:50,1,R7-5800H 16G 512G T600 高色域,,运行速度：快屏幕效果：靓丽散热性能：好外形外观：舒服轻薄程度：合适,5,1
55,2021-12-12 17:47:29,2021-12-13 11:38:11,1,R7-5800H 16G 512+1T T600高色域,,看起来还不错，还没深度使用,5,1
56,2021-12-11 22:19:10,2021-12-13 11:34:58,2,R7-5800H 16G 1T T600 高色域,,颜值高，配置好，速度快，,5,1
57,2021-12-12 15:42:33,2021-12-13 10:40:52,1,R7-5800H 16G 256+2T T600高色域,,HP的本子不错哦！据说只有评价晒单才可以送包鼠,5,1
58,2021-12-10 20:06:27,2021-12-13 09:47:50,3,R7-5800H 16G 512G T600,,屏幕很好看，系统很快，可以扩展硬盘和内存。,5,1
59,2021-12-04 23:58:09,2021-12-13 09:35:02,9,R7-5800H 16G 512G T600 高色域,,使用了一周，很不错，速度很快，外观很喜欢,5,1
60,2021-12-12 22:23:56,2021-12-13 09:18:51,1,R7-5800H 16G 512G T600 高色域,,京东太快了，晚上11点买的.早上9点就到家了，晚上回家开箱等惊喜！,5,1
61,2021-12-11 20:19:35,2021-12-12 22:15:38,1,R7-5800H 16G 512G T600 高色域,,给儿子上大学用的，机子相对比同类大小的笔记本，颜值爆表高大上，动感十足，屏幕大清楚。使用习惯了台式机游戏机械键盘，此款机械键盘有点轻，不过比别的笔记本键盘好多了，鲁大师跑分测试28万，满意。,5,1
62,2021-12-02 19:09:12,2021-12-12 22:03:58,10,R7-5800H 16G 512G T600 高色域,,工作站级商务本，微边框防炫屏，八代标压处理器，4G独显,5,1
63,2021-12-12 00:18:58,2021-12-12 21:21:27,0,R7-5800H 16G 256+2T T600高色域,,运行速度：还可以其他特色：一些办公软件有安装安装开机简单,5,1
64,2021-12-04 17:48:21,2021-12-12 20:53:17,8,R7-5800H 16G 1T T600 高色域,,笔记本非常好用，运行很快，散热好！,5,1
65,2021-12-12 00:26:22,2021-12-12 20:41:35,0,R7-5800H 16G 512G T600 高色域,,可以的，速度可以的做后期妥妥的，现在就等发赠品了！,5,1
66,2021-12-10 13:17:33,2021-12-12 20:38:28,2,R7-5800H 16G 512G T600 高色域,,京东活动购买，很不错的价格，别人推荐的做设计用，希望可以顺利！！！,5,1
67,2021-12-10 21:38:57,2021-12-12 20:29:12,2,R7-5800H 16G 512G T600 高色域,,外观骚气，配置T600性价比极高，完全胜任SW三维工作，运行流畅，开机速度快。good,5,1
68,2021-12-12 08:35:25,2021-12-12 19:02:55,0,R7-5800H 16G 512+1T T600高色域,,快递很快，当天送到。第三台惠普的机器，开机试了下挺好的，键盘手感不错，机器预装了office，移动工作站质感挺好的,5,1
69,2021-11-24 19:31:26,2021-12-12 17:54:18,18,R7-5800H 16G 512G T600 高色域,,笔记本性能优异，适合画图办公，外观精细，漂亮，重量较轻，适合移动办公！,5,1
70,2021-12-11 10:09:07,2021-12-12 17:45:53,1,R7-5800H 16G 512G T600 高色域,,趁着双十二入手，整体外观很有设计感，键盘触摸手感很好，包装也很用心，使用起来也很流畅，适合做设计使用,5,1
71,2021-12-12 10:10:30,2021-12-12 17:29:12,0,R7-5800H 16G 512G T600 高色域,,物流：物流很快，上午下单下午收到。外观设计：还行符合这个系列气质。稍微有点重，不过不影响。目前还未安装使用，期待有好的表现。,5,1
72,2021-12-11 20:46:50,2021-12-12 17:23:39,1,R7-5800H 16G 512G T600 高色域,,性能比较好，很有质感，刚开机会有语音播报提示怎么做，灰色的很好看,5,1
73,2021-12-10 22:01:20,2021-12-12 16:57:07,2,R7-5800H 16G 512+1T T600高色域,,工作需要配置一台笔记本电脑，果断选择了惠普。颜值担当，开机速度快，运行速度挺好，画图用也很顺畅，值得推荐。,5,1
74,2021-12-11 21:32:18,2021-12-12 16:42:16,1,R7-5800H 16G 512+1T T600高色域,,运行速度：运行非常流畅，反应很快屏幕效果：屏幕清晰散热性能：散热孔面积做的大，散热很好外形外观：外观漂亮，非常喜欢轻薄程度：很薄，轻便其他特色：选了很久，最看中这款电脑，刚好赶上活动，性价比很高。,5,1
75,2021-12-11 21:37:08,2021-12-12 16:31:05,1,R7-5800H 16G 1T T600 高色域,,昨晚下单今天上午就收到了物流很快，打开包装机子很好看，开机速度很快，画面清晰,5,1
76,2021-10-13 21:24:39,2021-12-12 15:36:34,60,R7-5800H 16G 512G T600 高色域,,很卡还不如我的旧电脑 ，卡死了，一会又连不上网,1,0
77,2021-12-11 22:33:06,2021-12-12 14:44:36,1,R7-5800H 16G 512G T600 高色域,,想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！值得购买的产品，做工非常精细，比想象中的好，推荐大家尝试宝贝很好，不得不说，客服态度也太好了吧！,5,1
78,2021-11-29 11:46:32,2021-12-12 13:24:42,13,R7-5800H 16G 512G T600 高色域,,看着还不错，用着还行,5,1
79,2021-12-12 00:17:53,2021-12-12 12:57:17,0,R7-5800H 16G 512G T600 高色域,,电脑已收到，目前没有什么问题，物流速度真的没话说就是一个字 快 不错的购物体验,5,1
80,2021-12-08 20:21:13,2021-12-12 12:09:30,4,R7-5800H 16G 1T T600 高色域,,到货速度很快，第二天就收到。外形很时尚，很漂亮，重量也可以接受。电脑运行速度流畅，装大的软件也不卡，可以装工业软件。一开始连不上去无线网，需要先下载无线驱动。,5,1
81,2021-12-09 21:49:33,2021-12-12 11:54:46,3,R7-5800H 16G 512G T600 高色域,,外观好看，触感还不错，电脑初运行速度很快，商品质量也可以，还有Cortana指导开机安转步骤。快递速度也很快！,5,1
82,2021-12-06 21:17:15,2021-12-12 11:50:53,6,R7-5800H 16G 512G T600 高色域,,运行速度：安装软件速度挺快屏幕效果：运转大型图纸翻转时不清晰，散热性能：cpu占用20时，可以听见风扇声音，键盘能感受到热量外形外观：还行吧，但不是中规中矩的工作站的外观，塑料感很强,4,1
83,2021-12-11 22:02:12,2021-12-12 11:01:15,1,R7-5800H 16G 512G T600 高色域,,购买时说13号到，没想到12号就到了，外观很时尚，没有想象的那么重，第一次买惠普电脑，希望有一个美好的开始，以后还会支持惠普产品。,5,1
84,2021-12-11 20:07:12,2021-12-12 10:40:07,1,R7-5800H 16G 512G T600 高色域,,大品牌，十分大气，做工精细，用料扎实，材质结实，做工精致，功能齐全，很满意。,5,1
85,2021-12-11 22:43:54,2021-12-12 09:31:54,1,R7-5800H 16G 512G T600 高色域,,速度飞起的电脑，嘎嘎快，这是买的第二台，配置升级了，CPU升级，硬盘加大，无图无真相，赠送的鼠标和电脑包，速速拿来，哈哈，送的也太快了，昨天半夜买的，早上八点就到了，京东牛掰啊,5,1
86,2021-12-08 00:54:28,2021-12-12 02:13:11,4,R7-5800H 16G 512G T600,,惠普的性能外观都很不错。,5,1
87,2021-10-18 00:00:21,2021-12-12 00:34:39,55,R7-5800H 16G 1T T600 高色域,,外形外观：非常好用，速度流畅，外观好看,5,1
88,2021-12-10 15:02:12,2021-12-11 23:26:14,1,R7-5800H 16G 1T T600 高色域,,机子外形很有设计感，掂了一下重量，女生也不觉得特别重。一眼看中这台机子的配置，本人景观设计专业，用100M的模型和350M的模型分别渲染了一下，运行得非常快，不卡，跟玩游戏一样流畅，很满意。感谢老公给我买这个初级工作站，以后出图毫无压力(～￣▽￣)～,5,1
89,2021-12-09 22:26:32,2021-12-11 21:22:15,2,R7-5800H 16G 512G T600,,宝贝到货和预想的一样，三维制图运行速度非常快，快递服务也非常好。,5,1
90,2021-12-07 17:49:15,2021-12-11 20:53:07,4,R7-5800H 16G 512G T600 高色域,,惠普战99锐龙版R7-5800H笔记本电脑，外观简约大气，运行流畅，开机速度很快，散热不错，采用专业T600独立显卡，16G内存，画图制图溜溜的，是一款值得拥有的设计笔记本。,5,1
91,2021-11-17 22:18:18,2021-12-11 19:23:56,24,R7-5800H 16G 512G T600 高色域,,亲亲，别上当了??,1,0
92,2021-12-08 03:52:34,2021-12-11 18:07:49,3,R7-5800H 16G 512G T600 高色域,,包装非常牢实机子除了不是金属外壳其他都还耐思键盘人机工程做的不错流畅性还是可以，开机指引做得好。硬盘分区指引很清楚,5,1
93,2021-12-10 20:11:18,2021-12-11 16:52:10,1,R7-5800H 16G 512G T600 高色域,,性价比超高的！AMD R7处理器运行非常顺畅，高色域不是盖的，屏幕色彩饱和度高，折角设计搭配银灰色外壳，外观炫酷，设计感十足！底部隆起脚条，更利于空气的进入，散热设计很nice,5,1
94,2021-11-27 22:34:06,2021-12-11 16:34:45,14,R7-5800H 16G 512+1T T600高色域,,东西收到了，用了一段时间才来评价的，没有描述的那样好，正常办公打开多几个文件还是会卡，个人觉得不值这个价,1,0
95,2021-12-06 14:57:57,2021-12-11 16:10:23,5,R7-5800H 16G 1T T600 高色域,,运行速度：非常快，希望一直快！屏幕效果：有点亮，再调调看看！散热性能：风扇吹动频率大，声音还可以接受。外形外观：中规中矩，毕竟只是个工具，要求不高轻薄程度：可以其他特色：所有的都挺满意，也没什么小毛病，重新安装个日文系统运行也不错，就散热这块再观察一下。,5,1
96,2021-11-15 00:02:03,2021-12-11 15:30:45,26,R7-5800H 16G 512G T600 高色域,,没用多久电脑卡死了，这算什么设计师本，根本带不动,1,0
97,2021-12-08 19:56:55,2021-12-11 14:23:12,3,R7-5800H 16G 1T T600 高色域,,很不错，运行内存也快，值得购买,5,1
98,2021-12-10 13:17:26,2021-12-11 13:32:34,1,R7-5800H 16G 512+1T T600高色域,,刚买回来就体验了一把，速度快流畅，很赞，很好的一次购物,5,1
99,2021-12-10 15:46:43,2021-12-11 13:07:07,1,R7-5800H 16G 512G T600 高色域,,收到货迫不及待开机试用了一下，运行速度非常快，追剧游戏都能胜任，是买来小孩创客编程专用，他说机器太给力了，非常喜欢！,5,1
100,2021-12-09 23:19:57,2021-12-11 12:23:17,2,R7-5800H 16G 512+1T T600高色域,,电脑运行速度非常快，屏幕和散热都不错，非常惊喜，这个价位值得拥有。,5,1
101,2021-11-11 10:46:52,2021-12-11 11:38:27,30,R7-5800H 16G 512G T600 高色域,,送给老公的礼物，不过可能是因为双十一活动价，没有鼠标，鼠标垫等小东西赠送,5,1
102,2021-12-07 15:57:26,2021-12-11 10:17:15,4,R7-5800H 16G 1T T600 高色域,,收到包装完整，外观简约大气，颜值高，轻薄手感好，出差方便携带，爱了！！！,5,1
103,2021-12-08 14:15:45,2021-12-11 09:03:27,3,R7-5800H 16G 512G T600 高色域,,笔记本运行的很流畅，无论玩游戏还是设计都很好用，还有语音助手。,5,1
104,2021-12-10 22:28:04,2021-12-11 09:01:42,1,R7-5800H 16G 512+1T T600高色域,,昨晚十点多下的单今早上午九点就到了，京东快递真不是盖的。东西看上去非常不错，非常不错的一次购物体验。,5,1
105,2021-12-07 09:55:29,2021-12-11 08:48:00,4,R7-5800H 16G 512G T600 高色域,,使用几天了，屏幕分辨率很好，双十二期间很划算，外观设计风格很喜欢，散热性能良好！,5,1
106,2021-12-08 09:50:15,2021-12-10 23:08:02,2,R7-5800H 16G 512+1T T600高色域,,刚刚用电脑还不错，只是风扇声音有些大！,5,1
107,2021-12-08 00:05:27,2021-12-10 22:47:11,2,R7-5800H 16G 512G T600 高色域,,京东物流就是给力，电脑已经收到外观完好，屏幕没有暗病。运行静音，散热也给力，比游戏本安静。,5,1
108,2021-12-10 09:17:24,2021-12-10 22:20:04,0,R7-5800H 16G 512G T600 高色域,,整体感觉还不错，看评论说满满的塑料感，其实并没有，一分钱一分货吧,5,1
109,2021-12-08 10:34:40,2021-12-10 22:15:05,2,R7-5800H 16G 512+1T T600高色域,,惠普听说很久了第一次购买问客服好多都耐心回答 激动的等了几天终于首先外观很好看 运行起来也很方便 感觉不错,5,1
110,2021-12-09 21:51:15,2021-12-10 22:02:01,1,R7-5800H 16G 512G T600 高色域,,一直想买 今天终于出手了。R7处理器运行非常流畅，4G独显 高色域显示效果很棒。屏幕色彩饱和度很高。外观很酷，动感十足。散热性能极佳！自己做设计用 这样nice的本 值得拥有！,5,1
111,2021-12-10 00:36:51,2021-12-10 21:31:13,0,R7-5800H 16G 256+2T T600高色域,,质感很好，外观造型时尚，非常满意的！,5,1
112,2021-12-04 16:34:27,2021-12-10 21:27:12,6,R7-5800H 16G 512+1T T600高色域,,京东的服务真是没得说，到货很快，笔记本很不错，做逆向设计带得动。点赞?,5,1
113,2021-12-06 22:14:11,2021-12-10 20:34:26,4,R7-5800H 16G 512+1T T600高色域,,打开包装都惊着了，外观造型很是满意，速度很快，没有卡顿情况！甚是满意！以前都是用的这个品牌，现如今依然相信老牌子,5,1
114,2021-12-01 09:18:47,2021-12-10 19:57:52,9,R7-5800H 16G 512G T600 高色域,,电脑用起来很顺畅，颜色很正，家人很喜欢，很满意的一次购物,5,1
115,2021-12-08 00:08:32,2021-12-10 18:09:06,2,R7-5800H 16G 512G T600 高色域,,运行很快，快递小哥很给力，用段时间再写。,5,1
116,2021-12-09 12:47:42,2021-12-10 17:49:06,1,R7-5800H 16G 512G T600 高色域,,此用户未填写评价内容,5,1
117,2021-10-28 12:52:45,2021-12-10 17:36:29,43,R7-5800H 16G 512G T600 高色域,,买的最便宜的设计本，没想到这么流畅，用CAXA画图很溜，好评！,5,1
118,2021-10-24 20:10:53,2021-12-10 17:27:16,47,R7-5800H 16G 512G T600 高色域,,非常好,5,1
119,2021-12-02 13:21:23,2021-12-10 15:25:41,8,R7-5800H 16G 1T T600 高色域,,客服人很好，很耐心的帮忙解答问题！,5,1
120,2021-12-09 16:52:10,2021-12-10 14:15:59,1,R7-5800H 16G 512G T600 高色域,,"惠普战99真的是满满的炫酷感,这银色的机身,绚丽的可以调节的背光键盘,还有精致的工艺，真的是让人爱不释手。加上这强大的CPU处理器，专业显卡,可以扩展的硬盘和内存,在这个价位真的是值得入手!还有就是这块高色域屏幕,着实让人眼前一亮。同时这开机速度也很快，几秒钟已经完成了开机。还有，那舒适的键盘，绝对是不错的，绝对是一款不错的生产力工具。",5,1
121,2021-12-08 13:00:48,2021-12-10 11:28:11,2,R7-5800H 16G 256+2T T600高色域,,东西收到了，外观很好看，等用段时间再来评价！,5,1
122,2021-12-09 20:47:44,2021-12-10 10:09:11,1,R7-5800H 16G 512G T600 高色域,,很不错，速度快，安装简单,5,1
123,2021-11-09 14:16:57,2021-12-10 09:12:05,31,R7-5800H 16G 1T T600 高色域,,速度很快，很有型，点赞,5,1
124,2021-12-01 09:38:37,2021-12-10 01:34:52,9,R7-5800H 16G 1T T600 高色域,,电脑反应速度快，但散热性有待提高。主要边上刮手。没有处理好。全是尖锐角，给是4星,4,1
125,2021-12-08 00:00:11,2021-12-09 23:37:29,1,R7-5800H 16G 512G T600 高色域,,开机速度很快，声音小，独立显卡图像色彩很好，带硬盘位置，方便实用。值得购买！,5,1
126,2021-12-09 07:21:57,2021-12-09 23:33:03,0,R7-5800H 16G 512G T600,,运行速度：流畅，好评！外形外观：外观尚可轻薄程度：厚度能接受,5,1
127,2021-11-01 17:33:19,2021-12-09 22:39:11,38,R7-5800H 16G 512G T600 高色域,,原来机子长的可帅了，是我贴的辱没了他，呜呜呜，真的原来巨好看,5,1
128,2021-12-06 10:55:42,2021-12-09 21:10:21,3,R7-5800H 16G 512G T600 高色域,,刚收到开机速度非常快，桌面清晰,5,1
129,2021-12-06 18:20:01,2021-12-09 19:59:04,3,R7-5800H 16G 512+1T T600高色域,,收到觉得很大气，朋友也觉得性价比高，后期再看看，期待很高,5,1
130,2021-12-08 11:19:27,2021-12-09 19:48:57,1,R7-5800H 16G 512+1T T600高色域,,电脑已经到了，看样子不错的,5,1
131,2021-12-08 21:25:28,2021-12-09 19:37:42,1,R7-5800H 16G 512+1T T600高色域,,产品外观设计美观大方，开机讲解清晰，手感很好，买到就是赚到，开机流畅，散热良好，薄厚适合！不错的购物体验。,5,1
132,2021-12-08 00:04:14,2021-12-09 19:00:01,1,R7-5800H 16G 1T T600 高色域,,运行速度：运行流畅，无卡顿。屏幕效果：色彩清晰。外形外观：时尚，银色高端大气。其他特色：开机速度快。,5,1
133,2021-12-08 16:27:43,2021-12-09 18:34:59,1,R7-5800H 16G 512G T600 高色域,,外观简洁漂亮，刚入手，开机速度快,5,1
134,2021-12-08 17:27:29,2021-12-09 18:30:06,1,R7-5800H 16G 512G T600 高色域,,屏幕效果很好。cpu速度非常给力。已经购买了n台。,5,1
135,2021-12-08 00:06:35,2021-12-09 17:26:16,1,R7-5800H 16G 512G T600 高色域,,电脑收到了，非常大气，速度也很快，屏幕很清晰，声音也很有立体感，系统自动安装，不错,5,1
